"CIT","DIS","DOU","EDI","EHHS","HH050","HHS","HID","HS010","HS020","HS030","HS040","HS050","HS060","HS070","HS080","HS100","HS110","HY010","HY020","HY025","HY030","HY040","HY050","HY060","HY070","HY080","HY090","HY100","HY110","HY120","HY130","HY140","INC","PROV","REG","SOC","UEP","stratum","N_h","n_h","inclusion_prob","design_weight","S"
326,"10","1",23094.1379753484,1.5,1,2,"2134716","1","1","1","1","1","1","1","1","1","2",34709.6029040945,34641.2069630226,1,6548.78719283624,2044.58636222407,1187.47377459046,0,1544.67633951642,5039.80200267397,79.6946931044059,0,0,0,0,68.3959410718829,18264.5825391489,"3","1",180.582539148931,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
309,"10","1",98081.014686328,1,1,1,"1345091","1","1","1","1","1","1","1","1","1","1",101419.907693546,98081.014686328,1,11180.6766994026,0,0,0,0,5017.15176701546,34240.1239599052,0,0,0,0,3338.89300721786,50981.9552672226,"3","1",49.9552672225563,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
204,"8","1",13422.8899519761,2.5,1,4,"1337742","1","1","1","2","1","2","1","1","1","1",57847.34982675,33557.2248799404,1,0,0,0,44.4192175694183,0,4959.29594454356,4.41825687264092,188.862123908775,0,0,2186.6983617614,21914.5644611395,52839.2164077644,"3","1",438.216407764438,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
109,"5","1",1834.41292863051,1,1,1,"2549144","1","1","1","2","1","1","1","1","1","3",2307.74800445486,1834.41292863051,1,0,0,0,0,0,0,366.89477787514,0,0,0,0,473.335075824345,1940.85322657972,"2","1",1828.33191298659,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
288,"9","1",43078.0252805532,1.5,2,2,"207525","1","1","1","2","1","1","1","1","3","3",68569.0992946084,64617.0379208298,1,0,0,0,0,0,4910.35306458361,0,0,0,0,0,3952.06137377862,63658.7462300248,"3","1",127.74623002477,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
88,"5","1",5195.94356309516,1.3,2,2,"1586511","1","1","1","2","1","2","1","1","3","3",21002.4900373049,6754.7266320237,1,0,0,0,0,0,4919.97595592402,324.65435151095,0,0,125.186325285081,0,14122.5770799961,15757.8597298699,"2","1",15458.7670991878,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
171,"7","1",19931.0356081929,1.3,1,2,"2222719","1","1","1","2","1","2","1","1","1","1",25910.3462906507,25910.3462906507,1,0,0,0,0,0,4952.85068480298,555.527245920282,0,0,0,0,0,20401.9683599275,"2","1",120.96835992747,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
187,"7","1",3460.95336521845,2,1,3,"2620967","1","1","1","1","1","1","1","1","1","1",28890.6806842278,6921.90673043691,1,0,0,3691.32676675461,0,0,4962.48085615225,0,0,0,0,0,21968.7739537909,20236.8730613209,"2","1",9732.87306132094,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
187,"7","1",14793.0297190396,2.1,1,4,"2620748","1","1","1","1","1","1","1","1","1","1",34924.1562482424,31065.3624099832,1,0,0,3441.97804828292,0,737.361943600234,5024.74996461533,4001.87467309273,0,0,0,0,3858.7938382593,21718.1916186512,"2","1",21718.1916186512,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
300,"10","1",1127.56185975033,1.3,2,2,"3431270","1","1","1","1","1","1","1","1","3","3",2769.07468664133,1465.83041767543,1,0,0,0,0,0,0,2570.3527020034,1150.72539443768,0,152.518874528217,0,0,198.721984637929,"3","1",198.721984637929,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
153,"6","1",88081.1867272475,1.5,1,2,"1022714","1","1","1","1","1","1","1","1","1","1",135702.141036698,132121.780090871,1,0,0,0,0,1122.44401413149,5056.45485459827,315.793445269256,0,0,0,0,3580.36094582686,129207.448722699,"2","1",228.639214900383,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
261,"9","1",5885.28370160251,1.3,1,2,"2071722","1","1","1","1","1","2","1","1","1","1",9321.94730984304,7650.86881208327,1,0,0,0,0,0,5080.54102272727,0,0,0,0,0,1671.07849775977,4241.40628711577,"3","1",4241.40628711577,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
327,"10","1",7399.69965840212,1.5,1,2,"1074728","1","1","1","1","1","2","1","1","1","2",12775.1380746196,11099.5494876032,1,2206.91210477538,0,0,0,640.232000186648,4930.55014302954,132.531996260607,0,0,0,0,1675.58858701639,4864.91183036739,"3","1",4766.22908497687,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
326,"10","1",19753.3795113502,1.5,1,2,"2136180","1","1","1","1","2","2","1","1","1","1",33430.2938339776,29630.0692670253,1,0,0,0,0,0,5065.71553135291,185.873563349624,0,0,0,0,3800.22456695233,28178.7047392751,"3","1",15016.8787732895,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
282,"9","1",22348.7865157902,1,1,1,"3517712","1","1","1","1","1","1","1","3","1","1",29176.4603117185,22348.7865157902,1,3129.26637386233,0,0,0,0,4970.03930704668,575.213553570802,0,0,0,0,6827.67379592835,20501.9410772387,"3","1",177.040450100522,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
153,"6","1",13659.8515709587,1.3,1,2,"1022036","1","1","1","2","1","2","1","1","1","1",17757.8070422463,17757.8070422463,1,1658.13117685349,0,0,0,313.40257970263,4933.07145913132,311.06021292279,0,0,0,0,0,10542.1416136361,"2","1",44.1416136360867,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
46,"4","1",9593.35369368657,2.1,1,4,"3602595","1","1","1","2","2","2","1","1","1","1",45148.2020347487,20146.0427567418,1,5971.63817166227,0,0,897.248914411291,0,5030.55148962885,0,0,0,0,1451.1296354644,23551.0296425425,33248.7634590463,"1","1",165.163571999534,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
321,"10","1",28806.7433697967,2.3,1,4,"629585","1","1","1","1","1","1","1","1","1","1",72135.3374443304,66255.5097505324,1,0,2895.3942497829,2482.02398127411,396.860000858053,0,4955.95235987566,0,4229.92819931636,0,0,1578.34378996491,71.5557045168057,61405.1068525397,"3","1",10128.1068525397,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
204,"8","1",10707.8386794235,1.5,1,2,"1336357","1","1","1","1","1","2","1","1","1","1",18158.440802376,16061.7580191352,1,0,0,0,0,0,4953.39472074993,784.155365689348,0,0,60.6392735367781,1034.46994518489,1001.5735645191,12420.8907159367,"3","1",5540.89071593672,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
306,"10","1",31658.8881661367,2.5,1,4,"1448275","1","1","1","1","1","1","1","1","1","1",79439.982355208,79147.2204153417,1,3974.36694712176,0,4783.04972801364,261.886939872915,0,5026.22022205032,61.3705170624447,0,0,0,292.761939866287,0,65333.088001087,"3","1",65333.088001087,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
153,"6","1",144534.305095427,2.6,1,5,"1021826","1","1","1","1","1","1","1","1","1","1",66508.3385290248,62631.5322080182,6,0,0,1737.47150496498,67.5541162449867,0,4946.84408530593,2604.24928699636,0,0,0,1239.76807604264,2637.03824496392,57152.2195355125,"2","1",8387.21953551253,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
88,"5","1",5217.73426360228,1,1,1,"1586220","1","1","1","2","1","2","1","3","1","1",6246.97521111451,5217.73426360228,1,2174.57603611908,2788.85437748022,0,0,0,0,0,0,0,0,902.67024823359,126.570699278638,1283.54479751521,"2","1",118.544797515208,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
330,"10","1",17212.7530905844,1.5,1,2,"165069","1","1","1","2","2","2","1","1","1","1",28192.6365848977,25819.1296358766,1,2654.76094529065,0,0,0,0,5002.57369056344,712.756175029483,0,0,0,2369.44793647993,4.05901254121214,19822.5457740141,"3","1",13963.5457740141,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",58483.47605214,2.6,1,5,"2311350","1","1","1","1","1","1","1","1","1","1",157215.866496395,152057.037735564,1,11136.5059232491,0,3304.54410155521,87.1698801282421,951.85866497159,5037.47617905028,283.217143148119,759.26538636988,0,568.317580413513,1739.10843177885,2092.13736226874,136415.094604293,"3","1",298.600677552125,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
83,"5","1",11937.442310757,1.6,1,3,"1680037","1","1","1","1","1","1","1","1","1","1",21204.6842460529,19099.9076972113,1,0,0,1791.18404086991,41.1304338045418,0,5021.29298606887,0,323.230820819139,0,0,0,1781.54572802251,14351.0767853096,"2","1",168.076785309599,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
207,"8","1",12530.1118700114,1.5,2,2,"2582587","1","1","1","2","2","2","1","1","1","2",19462.2169820124,18795.167805017,1,15897.6371533444,0,243.476251945968,0,0,0,0,0,0,347.98994897149,0,319.059228023887,3321.10357672204,"3","1",3321.10357672204,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
305,"10","1",42138.5971262126,1.5,1,2,"2348954","1","1","1","1","1","1","1","1","1","1",64280.3306204776,63207.8956893188,1,8546.05125652459,0,0,0,0,4910.62557934783,0,199.618339213629,0,0,0,872.816591945102,50823.6537846052,"3","1",13082.6537846052,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
312,"10","1",23019.7756592544,1.5,1,2,"839038","1","1","1","1","1","2","1","1","1","1",46323.3067477888,34529.6634888816,1,0,0,0,0,0,5006.23385831714,2034.18522952533,0,0,177.979628561828,0,11615.6636303453,39282.8876599463,"3","1",12127.8876599463,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
312,"10","1",30486.0076764,2,1,3,"839685","1","1","1","1","1","1","1","1","1","1",81835.7542523834,60972.0153527999,1,8393.59241697524,0,0,0,0,5097.05278305337,0,0,0,0,0,20863.7388995835,68345.1090523548,"3","1",10599.1090523548,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
330,"10","1",13082.5805539503,1.3,1,2,"165390","1","1","1","1","1","1","1","1","1","1",25407.8006704604,17007.3547201353,1,4308.53700359273,0,0,0,0,4921.92484023981,2340.41736825586,0,0,0,0,8400.44595032502,13836.9214583719,"3","1",13836.9214583719,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
300,"10","1",17059.3083418654,2,1,3,"3430964","1","1","1","2","1","2","1","1","1","1",48993.8325175086,34118.6166837308,1,8344.65864631545,0,1846.33896834827,0,0,5077.94092874974,749.614128321325,0,0,0,0,14875.2158337778,32975.2798457738,"3","1",6788.27984577382,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
218,"8","1",401714.23135718,3.5,1,6,"3726946","1","1","1","1","1","1","1","1","1","1",168821.409862943,156222.201083348,9,2846.87017587572,0,9318.03440199584,381.786867499233,0,5098.5202674754,14.7691742104851,2732.59421320544,0,0,2253.70506158005,7612.90950481016,151161.428975887,"3","1",17854.9881185718,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
159,"6","1",220754.353734965,3.5,1,6,"3363773","1","1","1","1","1","1","1","1","1","1",89736.0323066919,85848.9153413754,9,3062.72009635642,0,4425.74832381835,517.197055735893,0,4952.29555722326,572.131712692264,275.726217214633,0,0,264.384254163383,3347.00649393844,76205.9395608657,"2","1",14467.9400302595,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
153,"6","1",26868.5103598087,1,1,1,"1021743","1","1","1","1","1","1","1","1","1","1",26912.9405001205,26868.5103598087,1,0,0,0,0,0,4979.4872962404,63.1877766572591,0,0,0,0,44.4301403117925,21870.2654272229,"2","1",107.265427222867,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
261,"9","1",-262.714634001655,1,1,1,"2072917","1","1","1","2","2","2","1","1","1","1",9347.15696979983,-262.714634001655,1,3967.65696404273,0,0,0,0,4947.22481737845,109.821539488668,0,0,0,0,9609.87160380149,322.453648889994,"3","1",322.453648889994,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",37540.1574472156,1,1,1,"2311077","1","1","1","1","1","1","1","1","1","1",37540.1574472156,37540.1574472156,1,15084.7710700885,0,0,0,0,4963.68746431544,0,0,0,0,0,0,17491.6989128117,"3","1",17491.6989128117,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
330,"10","1",36774.1068921168,2.8,1,5,"164629","1","1","1","1","1","1","1","1","1","1",131816.86545986,102967.499297927,1,8837.6156960535,0,4180.95532543726,30.0071531650331,0,4975.2469887957,128.058865954261,20992.8940698257,0,0,599.352254229365,7257.11983787762,113664.981430454,"3","1",5269.35030114844,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
294,"10","1",3224.44445779772,1.5,1,2,"2888569","1","1","1","1","1","1","1","1","1","3",7441.17357290789,4836.66668669658,1,0,0,0,0,0,5013.10567217879,0,0,0,527.917707947267,0,2076.58917826404,2428.0679007291,"3","1",2407.9129392573,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
218,"8","1",12564.9030786207,1,1,1,"3723982","1","1","1","1","1","1","1","1","1","1",12570.3623556552,12564.9030786207,1,0,0,0,0,0,4973.16328920424,0,0,0,0,0,5.4592770344764,7597.19906645096,"3","1",7430.95305918241,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
253,"9","1",1235.93050709487,1.3,1,2,"864404","1","1","1","1","1","2","1","1","1","1",2984.00417316223,1606.70965922333,1,0,0,0,0,0,2984.00417316223,0,0,0,382.812552065651,994.481961873248,0,0,"3","1",0,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
171,"7","1",7347.65521880799,1,1,1,"2220461","1","1","1","2","1","2","1","1","1","1",7347.65521880799,7347.65521880799,1,0,0,0,0,0,982.683931881189,77.4930019971263,0,0,0,0,0,6287.47828492967,"2","1",6211.48909159172,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",28387.6950748224,1,1,1,"2388207","1","1","1","1","1","1","1","1","1","2",29838.0375829473,28387.6950748224,1,5556.27664802153,0,0,0,0,4996.10166647471,854.466440528159,0,0,1450.34250812496,0,0,18431.1928279229,"2","1",18431.1928279229,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",10621.3130234158,1,1,1,"2308165","1","1","1","1","1","1","1","1","1","3",12201.240700525,10621.3130234158,1,0,0,0,0,1126.13175621938,4984.06527289189,4874.26904177803,0,0,0,0,1579.92767710924,1216.77462963571,"3","1",1216.77462963571,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",42525.5350226704,2,1,3,"2308431","1","1","1","1","1","1","1","1","1","1",100859.06076626,85051.0700453408,1,0,0,0,0,0,4946.15405895747,1882.62598141015,0,0,0,0,15807.9907209191,94030.2807258923,"3","1",7535.94929668556,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
327,"10","1",5122.85471838325,2.5,1,4,"1077480","1","1","1","2","1","2","1","1","1","1",19981.5646619842,12807.1367959581,1,0,0,1427.1841894145,1038.56009918757,0,4974.71182812005,0,0,0,0,3273.26171031948,3901.16615570663,12541.1085452621,"3","1",12541.1085452621,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
285,"9","1",24864.1243865749,1.5,1,2,"3387517","1","1","1","1","1","1","1","1","1","1",37471.9455495165,37296.1865798624,1,2930.92802956998,0,0,0,0,5082.54237221554,4669.38882639904,52.6914824924804,0,123.067487161662,0,0,24789.0863213319,"3","1",8488.23736220409,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
285,"9","1",479.501873616744,1,1,1,"3386648","1","1","1","2","2","1","1","1","1","2",745.725504406593,479.501873616744,1,0,0,0,0,0,0,0,0,0,0,266.223630789849,0,745.725504406593,"3","1",745.725504406593,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
83,"5","1",12901.2813538877,2,1,3,"1680468","1","1","1","1","1","2","1","1","1","1",34345.1561540134,25802.5627077753,1,2740.26292777288,0,1758.11748440854,0,2158.48531424675,4936.48520112038,1005.91513400218,0,0,0,0,8542.59344623805,21745.8900924626,"2","1",4172.89009246262,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
221,"8","1",7618.49612118981,1.5,2,2,"3217124","1","1","1","2","2","2","1","1","2","3",22009.6891969777,11427.7441817847,1,0,0,0,0,0,5076.5617813915,0,0,0,115.87474489558,0,10466.0702702974,16933.1274155862,"3","1",16933.1274155862,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
102,"5","1",15513.2423117567,2.5,1,4,"2767275","1","1","1","1","1","1","1","1","1","1",39113.1705426939,38783.1057793917,1,0,906.862297488486,2748.44383062538,15.1664584394824,0,4998.4350217972,504.80721411732,0,0,197.561454701838,132.50330860029,0,29939.455720226,"2","1",1790.35226522465,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
312,"10","1",143.460406440346,1.3,1,2,"840134","1","1","1","2","1","2","1","1","1","2",186.49852837245,186.49852837245,1,0,0,0,0,0,0,186.49852837245,0,0,0,0,0,0,"3","1",0,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",1095.69471141212,1.5,1,2,"2311456","1","1","1","2","1","2","1","1","1","1",1643.54206711818,1643.54206711818,1,0,0,0,0,0,0,1643.54206711818,0,0,0,0,0,0,"3","1",0,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
187,"7","1",44660.5607181154,2.1,1,4,"2620494","1","1","1","2","1","1","1","1","1","1",95431.9938644353,93787.1775080424,1,14470.5887908498,0,3713.66079059816,12562.6732262925,0,5055.22057046182,70.685316068104,261.3358570824,0,116.95850673107,341.717815176221,924.804177403208,59559.1651701649,"2","1",5647.72563028038,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
144,"6","1",9072.60102529463,1.5,1,2,"1071818","1","1","1","2","2","2","1","1","1","1",22877.0602008956,13608.9015379419,1,3627.378322498,0,0,0,0,5094.79589969851,0,711.049411704931,0,245.580441292545,8311.52880995616,0,14154.8859786991,"2","1",8084.88597869907,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
207,"8","1",13842.5658099826,1.5,1,2,"2581088","1","1","1","1","1","1","1","1","1","1",20763.8487149738,20763.8487149738,1,1508.1369181301,0,3241.01121366803,0,0,4958.80847810768,175.846841463032,0,0,0,0,0,10880.045263605,"3","1",10880.045263605,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
220,"8","1",13564.716134434,3,1,5,"2309016","1","1","1","1","1","1","1","1","1","1",145632.483698377,40694.1484033021,1,0,0,7815.61417046526,1041.39936557405,0,5049.62957231328,51.7864109864901,0,0,0,4656.86842782203,100281.466867253,131674.054179038,"3","1",63110.0541790379,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
294,"10","1",74250.0570267193,3.3,1,6,"2888713","1","1","1","1","1","1","1","1","1","1",35425.4842414285,27225.0209097971,9,0,0,7759.18662944739,80.734378772527,0,4975.5438817665,5.77726642480353,0,0,243.104361951521,283.753541996344,7673.60542768354,22604.2420850173,"3","1",5818.18506537122,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
294,"10","1",85256.8644472816,3,1,5,"2887978","1","1","1","1","1","1","1","1","1","1",83652.575552444,63942.6483354612,4,7082.37901327154,0,5551.81074069909,1867.74285530463,0,4982.30055007152,74.7054549044278,0,0,523.341079261093,8668.44761750829,10518.1385202135,64093.6369381928,"3","1",19294.6369381928,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
40,"4","1",40975.1017023801,1.8,1,3,"3515018","1","1","1","1","1","1","1","1","1","1",88198.7856559409,73755.1830642843,1,5398.2612894693,0,1848.27076981828,0,0,4991.42314577475,29613.5692671966,0,0,0,0,14443.6025916566,46347.2611836819,"1","1",11360.9164815176,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
171,"7","1",1050.86345414937,1,1,1,"2219834","1","1","1","1","1","2","1","1","1","1",1050.86345414937,1050.86345414937,1,0,0,0,0,0,0,356.357655963521,0,0,0,0,0,694.505798185845,"2","1",694.505798185845,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",102270.038424359,1.8,1,3,"2387991","1","1","1","1","1","1","1","1","1","1",32242.724683106,30681.0115273078,6,0,1282.9664809281,3850.17069143232,0,0,4980.29112652875,10.1188796491292,0,0,205.578786508215,0,1356.13436929002,22119.1775045677,"2","1",276.752448280561,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
327,"10","1",8446.59318916458,1.5,2,2,"1075683","1","1","1","2","2","2","2","1","3","3",12669.8897837469,12669.8897837469,1,0,0,3121.61380699312,0,0,4937.60556657799,2901.3816497118,0,0,0,0,0,1709.28876046395,"3","1",1709.28876046395,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",11021.6377308293,1.5,1,2,"2385383","1","1","1","2","2","2","1","3","1","2",16538.8682771791,16532.456596244,1,167.188393884614,0,1849.12105960744,0,0,4916.7596779298,0,0,0,0,0,6.41168093517423,9605.79914575726,"2","1",9605.79914575726,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",27260.2392773579,3.3,1,6,"2386161","1","1","1","1","1","1","1","1","1","1",102947.705815979,89958.7896152811,1,0,0,0,195.543543262044,0,5092.21492083743,257.221092240945,0,0,0,3275.66713646006,9713.24906423738,97402.7262596381,"2","1",16843.4469790024,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
40,"4","1",10538.8940265352,1.5,1,2,"3515103","1","1","1","2","1","2","1","1","1","2",19849.7749959558,15808.3410398028,1,0,0,0,0,0,4946.61664939485,0,0,0,187.81940701209,0,3853.61454914091,14903.158346561,"1","1",14903.158346561,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
109,"5","1",357705.298835194,3,1,5,"2548580","1","1","1","1","1","1","1","1","1","1",165117.415833436,153302.270929369,7,6278.3905019901,0,5547.28117921635,21.6183665848244,1414.62014546455,5075.44894870371,4444.27800254808,112.523010525396,0,0,1996.90453882143,9705.71735472035,142335.778688928,"2","1",18069.5276099364,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",42468.1744903078,1,1,1,"2385530","1","1","1","1","1","1","1","3","1","1",50577.0303292323,42468.1744903078,1,7891.22342947405,0,0,0,0,5037.63046683744,338.968624521368,0,0,340.574992086815,4317.77723024925,3450.50361658844,37309.2078083994,"2","1",90.20780839941,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
305,"10","1",45937.1317874274,1.5,1,2,"2351875","1","1","1","1","1","1","1","1","1","1",116066.386170777,68905.697681141,1,5753.4614539361,0,0,0,0,4970.28729994781,2573.32713074806,0,0,0,0,47160.6884896359,102769.310286145,"3","1",164.251275204238,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
282,"9","1",6506.44266962255,1.6,1,3,"3517179","1","1","1","1","1","1","1","1","1","1",12884.7329562147,10410.3082713961,1,6298.53830335706,1580.86349400508,0,713.078764094971,0,646.189655758219,140.901093639107,0,0,571.886419013722,1495.69780953531,406.840456269528,3505.16164536022,"3","1",161.161645360216,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
305,"10","1",24068.6464942135,2,1,3,"2351723","1","1","1","1","1","1","1","1","1","1",49629.9789949456,48137.292988427,1,4918.89339672118,0,5283.32359973802,0,0,4910.62372801825,1609.0075406317,0,0,0,0,1492.6860065186,32908.1307298365,"3","1",1127.38992189987,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
274,"9","1",13573.7401111001,1,1,1,"1887438","1","1","1","2","1","2","1","2","1","1",14684.1088389045,13573.7401111001,1,4241.64240215095,0,0,0,0,4903.05698900484,0,0,0,0,0,1110.36872780445,5539.40944774873,"3","1",5539.40944774873,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
253,"9","1",49343.5444425676,3,1,5,"860963","1","1","1","1","1","1","1","1","1","1",151352.831738387,148030.633327703,1,2918.33264596984,0,9866.83304624615,142.137269770624,0,4993.8800056465,1657.88445586276,0,0,0,1479.45024838112,1842.74816230346,131773.764314891,"3","1",19476.3856346173,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
98,"5","1",9448.84048740272,2.1,1,4,"1803021","1","1","1","2","1","1","1","1","1","1",20526.6671155676,19842.5650235457,1,883.397052129782,0,2822.10769333494,2292.87743456248,0,5020.83501433954,27.2031699791178,0,0,101.627373717781,582.474718304118,0,9480.24675122175,"2","1",9480.24675122175,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
300,"10","1",8021.34341933936,2.1,1,4,"3428188","1","1","1","2","1","2","1","1","1","1",17141.3692156189,16844.8211806126,1,0,0,4865.54660752525,317.537638787585,0,5089.42894623615,62.1396778892237,0,0,0,296.548035006272,0,6806.71634518072,"3","1",1489.76443191573,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
212,"8","1",24530.909716756,1.5,1,2,"1103392","1","1","1","1","1","1","1","1","1","1",37715.1534758221,36796.364575134,1,0,1142.53313167091,0,0,0,5035.447810404,726.028705541827,0,0,151.476865067687,0,767.31203562041,30811.1438282053,"3","1",1678.1027756115,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
88,"5","1",2088.09952394567,1.3,1,2,"1586579","1","1","1","1","1","2","1","1","1","2",3662.40522454056,2714.52938112937,1,0,0,0,0,0,0,71.9338720202539,0,0,124.706779777217,0,823.16906363398,3590.47135252031,"2","1",3590.47135252031,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
171,"7","1",41701.21776203,1.5,1,2,"2219929","1","1","1","1","1","1","1","3","3","3",105032.355369916,62551.8266430451,1,5614.68139797963,0,0,0,0,4980.97916170955,68.7672376916511,536.248331560828,0,0,1188.68755387086,40755.5928414389,94367.9275725348,"2","1",9564.44238174598,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
300,"10","1",24970.5983418278,2.3,1,4,"3430018","1","1","1","1","1","1","1","1","1","1",64928.4411342756,57432.3761862039,1,3856.99920425304,0,1631.95426332899,0,0,5077.4951890111,425.601525589749,6039.80453454745,0,162.343688887511,1293.91672463669,0,53936.3909520927,"3","1",367.390952092702,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
218,"8","1",112.012836677281,1,1,1,"3724942","1","1","1","2","1","2","1","1","1","1",319.263965539534,112.012836677281,1,0,0,0,0,0,0,319.263965539534,0,0,207.251128862253,0,0,0,"3","1",0,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
113,"5","1",28405.6033861006,1.3,1,2,"2386927","1","1","1","1","1","1","1","1","1","1",36927.2844019308,36927.2844019308,1,0,0,0,0,0,5079.14121500216,0,0,0,0,0,0,31848.1431869286,"2","1",140.14318692863,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
294,"10","1",25204.1284925605,2,1,3,"2889014","1","1","1","1","1","1","1","1","1","1",63823.8373873966,50408.2569851211,1,0,0,1782.78323218822,0,0,4975.30297110789,0,0,0,0,0,13415.5804022755,57065.7511841005,"3","1",281.751184100504,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
204,"8","1",516883.776915519,1.5,1,2,"1336674","1","1","1","1","1","1","1","1","1","1",84240.2000042622,77532.5665373279,10,2475.75008860773,0,0,0,3090.23952623191,4945.96908343956,177.862992674762,0,0,0,1185.0734623554,5522.56000457885,73550.3783133082,"3","1",312.378313308167,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
274,"9","1",12123.4665985148,1,1,1,"1887640","1","1","1","2","1","1","1","1","3","3",13117.6885822084,12123.4665985148,1,2233.77715528,0,0,0,1829.32556698658,0,2395.68223828562,0,0,0,0,994.221983693619,6658.9036216562,"3","1",168.903621656201,"2","1.1.2",99288,351,0.003535170413343,282.871794871795,0
